Rank,name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,defense_vs_normal,defense_vs_fire,defense_vs_water,defense_vs_electric,defense_vs_grass,defense_vs_ice,defense_vs_fighting,defense_vs_poison,defense_vs_ground,defense_vs_flying,defense_vs_psychic,defense_vs_bug,defense_vs_rock,defense_vs_ghost,defense_vs_dragon,defense_vs_dark,defense_vs_steel,defense_vs_fairy
LC,Elekid,239,Static~Vital Spirit,Electric,45,63,37,65,55,95,6,235,Electric Pokémon,2,0.25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,72,45,Undiscovered,25,70,TRUE,,Yellow,Humanoid,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
LC,Magby,240,Flame Body~Vital Spirit,Fire,45,75,37,70,55,83,7,214,Live Coal Pokémon,2,0.25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,73,45,Undiscovered,25,70,TRUE,,Red,Upright,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
(PU),Miltank,241,Thick Fat~Scrappy~Sap Sipper,Normal,95,80,105,40,70,100,12,755,Milk Cow Pokémon,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Field,20,70,FALSE,,Pink,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
OU,Blissey,242,Natural Cure~Serene Grace~Healer,Normal,255,10,10,75,135,55,15,468,Happiness Pokémon,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,608,30,Fairy,40,140,FALSE,Chansey,Pink,Humanoid,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
RU,Raikou,243,Pressure~Inner Focus,Electric,90,85,75,115,100,115,19,1780,Thunder Pokémon,2,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,35,FALSE,,Yellow,Quadruped,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
NUBL,Entei,244,Pressure~Inner Focus,Fire,115,115,85,90,75,100,21,1980,Volcano Pokémon,2,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,35,FALSE,,Brown,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
RU,Suicune,245,Pressure~Inner Focus,Water,100,75,115,90,115,85,20,1870,Aurora Pokémon,2,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,35,FALSE,,Blue,Quadruped,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
LC,Larvitar,246,Guts~Sand Veil,Rock~Ground,50,64,50,45,50,41,6,720,Rock Skin Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,45,Monster,40,35,TRUE,,Green,Upright,9,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
NFE,Pupitar,247,Shed Skin,Rock~Ground,70,84,70,65,70,51,12,1520,Hard Shell Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,144,45,Monster,40,35,TRUE,Larvitar,Gray,Squiggle,9,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
OU,Tyranitar,248,Sand Stream~Unnerve,Rock~Dark,100,134,110,95,100,61,20,2020,Armor Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,270,45,Monster,40,35,FALSE,Pupitar,Green,Upright,2,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2
Uber,Lugia,249,Pressure~Multiscale,Psychic~Flying,106,90,130,90,154,110,52,2160,Diving Pokémon,2,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,3,Undiscovered,120,0,FALSE,,White,Wings,8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
RU,Celebi,251,Natural Cure,Psychic~Grass,100,100,100,100,100,100,6,50,Time Travel Pokémon,2,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,45,Undiscovered,120,100,FALSE,,Green,Humanoid,4,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
LC,Treecko,252,Overgrow~Unburden,Grass,40,45,35,65,55,70,5,50,Wood Gecko Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Monster~Dragon,20,70,TRUE,,Green,Upright,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
NFE,Grovyle,253,Overgrow~Unburden,Grass,50,65,45,85,65,95,9,216,Wood Gecko Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,45,Monster~Dragon,20,70,TRUE,Treecko,Green,Upright,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
PUBL,Sceptile,254,Overgrow~Unburden,Grass,70,85,65,105,85,120,17,522,Forest Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,239,45,Monster~Dragon,20,70,FALSE,Grovyle,Green,Upright,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
LC,Torchic,255,Blaze~Speed Boost,Fire,45,60,40,70,50,45,4,25,Chick Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Field,20,70,TRUE,,Red,Legs,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
NFE,Combusken,256,Blaze~Speed Boost,Fire~Fighting,60,85,60,85,60,55,9,195,Young Fowl Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,45,Field,20,70,TRUE,Torchic,Red,Upright,7,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
UUBL,Blaziken,257,Blaze~Speed Boost,Fire~Fighting,80,120,70,110,70,80,19,520,Blaze Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,239,45,Field,20,70,FALSE,Combusken,Red,Upright,7,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
LC,Mudkip,258,Torrent~Damp,Water,50,70,50,50,50,40,4,76,Mud Fish Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Monster~Water 1,20,70,TRUE,,Blue,Quadruped,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
NFE,Marshtomp,259,Torrent~Damp,Water~Ground,70,85,70,60,70,50,7,280,Mud Fish Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,45,Monster~Water 1,20,70,TRUE,Mudkip,Blue,Upright,10,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
UU,Swampert,260,Torrent~Damp,Water~Ground,100,110,90,85,90,60,15,819,Mud Fish Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,241,45,Monster~Water 1,20,70,FALSE,Marshtomp,Blue,Upright,10,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
LC,Zigzagoon,263,Pickup~Gluttony~Quick Feet,Normal,38,30,41,30,41,60,4,175,Tiny Raccoon Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Field,15,70,TRUE,,Brown,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
NUBL,Linoone,264,Pickup~Gluttony~Quick Feet,Normal,78,70,61,50,61,100,5,325,Rushing Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,90,Field,15,70,TRUE,Zigzagoon,White,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
LC,Lotad,270,Swift Swim~Rain Dish~Own Tempo,Water~Grass,40,30,30,40,50,30,5,26,Water Weed Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,44,255,Water 1~Grass,15,70,TRUE,,Green,Armor,3,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
NFE,Lombre,271,Swift Swim~Rain Dish~Own Tempo,Water~Grass,60,50,50,60,70,50,12,325,Jolly Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,119,120,Water 1~Grass,15,70,TRUE,Lotad,Green,Humanoid,3,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
(PU),Ludicolo,272,Swift Swim~Rain Dish~Own Tempo,Water~Grass,80,70,70,90,100,70,15,550,Carefree Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,216,45,Water 1~Grass,15,70,FALSE,Lombre,Green,Humanoid,3,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
LC,Seedot,273,Chlorophyll~Early Bird~Pickpocket,Grass,40,40,50,30,30,30,5,40,Acorn Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,44,255,Field~Grass,15,70,TRUE,,Brown,Legs,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
NFE,Nuzleaf,274,Chlorophyll~Early Bird~Pickpocket,Grass~Dark,70,70,40,60,40,60,10,280,Wily Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,119,120,Field~Grass,15,70,TRUE,Seedot,Brown,Humanoid,4,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
(PU),Shiftry,275,Chlorophyll~Early Bird~Pickpocket,Grass~Dark,90,100,60,90,60,80,13,596,Wicked Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,216,45,Field~Grass,15,70,FALSE,Nuzleaf,Brown,Humanoid,4,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
LC,Wingull,278,Keen Eye~Hydration~Rain Dish,Water~Flying,40,30,30,55,30,85,6,95,Seagull Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,190,Water 1~Flying,20,70,TRUE,,White,Wings,8,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
OU,Pelipper,279,Keen Eye~Drizzle~Rain Dish,Water~Flying,60,50,100,95,70,65,12,280,Water Bird Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,154,45,Water 1~Flying,20,70,FALSE,Wingull,Yellow,Wings,8,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
LC,Ralts,280,Synchronize~Trace~Telepathy,Psychic~Fairy,28,25,25,45,35,40,4,66,Feeling Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40,235,Human-Like~Amorphous,20,35,TRUE,,White,Humanoid,9,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
NFE,Kirlia,281,Synchronize~Trace~Telepathy,Psychic~Fairy,38,35,35,65,55,50,8,202,Emotion Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,97,120,Human-Like~Amorphous,20,35,TRUE,Ralts,White,Humanoid,9,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
RU,Gardevoir,282,Synchronize~Trace~Telepathy,Psychic~Fairy,68,65,65,125,115,80,16,484,Embrace Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,233,45,Human-Like~Amorphous,20,35,FALSE,Kirlia,White,Humanoid,9,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
LC,Nincada,290,Compound Eyes~Run Away,Bug~Ground,31,45,90,30,30,40,5,55,Trainee Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,255,Bug,15,70,TRUE,,Gray,Armor,2,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1
NU,Ninjask,291,Speed Boost~Infiltrator,Bug~Flying,61,90,45,50,50,160,8,120,Ninja Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,160,120,Bug,15,70,FALSE,Nincada,Yellow,Bug-Wings,14,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
(PU),Shedinja,292,Wonder Guard,Bug~Ghost,1,90,45,30,30,40,8,12,Shed Pokémon,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,83,45,Mineral,15,70,FALSE,Nincada,Brown,Blob,1,0,2,1,1,0.5,1,0,0.5,0.5,2,1,0.5,2,2,1,2,1,1
LC,Whismur,293,Soundproof~Rattled,Normal,64,51,23,51,23,28,6,163,Whisper Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,48,190,Monster~Field,20,70,TRUE,,Pink,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
NFE,Loudred,294,Soundproof~Scrappy,Normal,84,71,43,71,43,48,10,405,Big Voice Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,126,120,Monster~Field,20,70,TRUE,Whismur,Blue,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
NU,Exploud,295,Soundproof~Scrappy,Normal,104,91,63,91,73,68,15,840,Loud Noise Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,221,45,Monster~Field,20,70,FALSE,Loudred,Blue,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
LC,Azurill,298,Thick Fat~Huge Power~Sap Sipper,Normal~Fairy,50,20,40,20,40,20,2,20,Polka Dot Pokémon,3,0.75,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,38,150,Undiscovered,10,70,TRUE,,Blue,Legs,5,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
(PU),Sableye,302,Keen Eye~Stall~Prankster,Dark~Ghost,50,75,75,65,65,50,5,110,Darkness Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,133,45,Human-Like,25,35,FALSE,,Purple,Humanoid,3,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
(PU),Mawile,303,Hyper Cutter~Intimidate~Sheer Force,Steel~Fairy,50,85,85,55,55,50,6,115,Deceiver Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,133,45,Field~Fairy,20,70,FALSE,,Black,Humanoid,5,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
LC,Aron,304,Sturdy~Rock Head~Heavy Metal,Steel~Rock,50,70,100,40,40,30,4,600,Iron Armor Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,180,Monster,35,35,TRUE,,Gray,Quadruped,7,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
NFE,Lairon,305,Sturdy~Rock Head~Heavy Metal,Steel~Rock,60,90,140,50,50,40,9,1200,Iron Armor Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,151,90,Monster,35,35,TRUE,Aron,Gray,Quadruped,7,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
PU,Aggron,306,Sturdy~Rock Head~Heavy Metal,Steel~Rock,70,110,180,60,60,50,21,3600,Iron Armor Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,239,45,Monster,35,35,FALSE,Lairon,Gray,Upright,7,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
LC,Electrike,309,Static~Lightning Rod~Minus,Electric,40,45,40,65,40,65,6,152,Lightning Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,59,120,Field,20,70,TRUE,,Green,Quadruped,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
(PU),Manectric,310,Static~Lightning Rod~Minus,Electric,70,75,60,105,60,105,15,402,Discharge Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,166,45,Field,20,70,FALSE,Electrike,Yellow,Quadruped,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
NFE,Roselia,315,Natural Cure~Poison Point~Leaf Guard,Grass~Poison,50,60,45,100,80,65,3,20,Thorn Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,140,150,Fairy~Grass,20,70,TRUE,Budew,Green,Humanoid,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
LC,Carvanha,318,Rough Skin~Speed Boost,Water~Dark,45,90,20,65,20,65,8,208,Savage Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,225,Water 2,20,35,TRUE,,Red,Fish,7,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
RU,Sharpedo,319,Rough Skin~Speed Boost,Water~Dark,70,120,40,95,40,95,18,888,Brutal Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,161,60,Water 2,20,35,FALSE,Carvanha,Blue,Fish,7,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
LC,Wailmer,320,Water Veil~Oblivious~Pressure,Water,130,70,35,70,35,60,20,1300,Ball Whale Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,80,125,Field~Water 2,40,70,TRUE,,Blue,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
(PU),Wailord,321,Water Veil~Oblivious~Pressure,Water,170,90,45,90,45,60,145,3980,Float Whale Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,60,Field~Water 2,40,70,FALSE,Wailmer,Blue,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
(PU),Torkoal,324,White Smoke~Drought~Shell Armor,Fire,70,85,140,85,70,20,5,804,Coal Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,90,Field,20,70,FALSE,,Brown,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
LC,Trapinch,328,Hyper Cutter~Arena Trap~Sheer Force,Ground,45,100,45,45,45,10,7,150,Ant Pit Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,255,Bug~Dragon,20,70,TRUE,,Brown,Armor,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
NFE,Vibrava,329,Levitate,Ground~Dragon,50,70,50,50,50,70,11,153,Vibration Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,119,120,Bug~Dragon,20,70,TRUE,Trapinch,Green,Bug-Wings,9,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
RU,Flygon,330,Levitate,Ground~Dragon,80,100,80,80,80,100,20,820,Mystic Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,234,45,Bug~Dragon,20,70,FALSE,Vibrava,Green,Wings,9,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
LC,Swablu,333,Natural Cure~Cloud Nine,Normal~Flying,45,40,60,40,75,50,4,12,Cotton Bird Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,255,Flying~Dragon,20,70,TRUE,,Blue,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
(PU),Altaria,334,Natural Cure~Cloud Nine,Dragon~Flying,75,70,90,70,105,80,11,206,Humming Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,172,45,Flying~Dragon,20,70,FALSE,Swablu,Blue,Wings,8,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
(PU),Lunatone,337,Levitate,Rock~Psychic,90,55,65,95,85,70,10,1680,Meteorite Pokémon,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,161,45,Mineral,25,70,FALSE,,Yellow,Ball,2,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1
(PU),Solrock,338,Levitate,Rock~Psychic,90,95,85,55,65,70,12,1540,Meteorite Pokémon,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,161,45,Mineral,25,70,FALSE,,Red,Ball,2,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1
LC,Barboach,339,Oblivious~Anticipation~Hydration,Water~Ground,50,48,43,46,41,60,4,19,Whiskers Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,190,Water 2,20,70,TRUE,,Gray,Fish,10,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
(PU),Whiscash,340,Oblivious~Anticipation~Hydration,Water~Ground,110,78,73,76,71,60,9,236,Whiskers Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,164,75,Water 2,20,70,FALSE,Barboach,Blue,Fish,10,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
LC,Corphish,341,Hyper Cutter~Shell Armor~Adaptability,Water,43,80,65,50,35,35,6,115,Ruffian Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,205,Water 1~Water 3,15,70,TRUE,,Red,Armor,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
UU,Crawdaunt,342,Hyper Cutter~Shell Armor~Adaptability,Water~Dark,63,120,85,90,55,55,11,328,Rogue Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,164,155,Water 1~Water 3,15,70,FALSE,Corphish,Red,Armor,7,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
LC,Baltoy,343,Levitate,Ground~Psychic,40,40,55,40,70,55,5,215,Clay Doll Pokémon,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Mineral,20,70,TRUE,,Brown,Arms,2,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1
PU,Claydol,344,Levitate,Ground~Psychic,60,70,105,70,120,75,15,1080,Clay Doll Pokémon,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,175,90,Mineral,20,70,FALSE,Baltoy,Black,Arms,2,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1
LC,Lileep,345,Suction Cups~Storm Drain,Rock~Grass,66,41,77,61,87,23,10,238,Sea Lily Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,45,Water 3,30,70,TRUE,,Purple,Blob,2,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
(PU),Cradily,346,Suction Cups~Storm Drain,Rock~Grass,86,81,97,81,107,43,15,604,Barnacle Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,45,Water 3,30,70,FALSE,Lileep,Green,Blob,2,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
LC,Anorith,347,Battle Armor~Swift Swim,Rock~Bug,45,95,50,40,50,75,7,125,Old Shrimp Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,45,Water 3,30,70,TRUE,,Gray,Armor,5,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
(PU),Armaldo,348,Battle Armor~Swift Swim,Rock~Bug,75,125,100,70,80,45,15,682,Plate Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,45,Water 3,30,70,FALSE,Anorith,Gray,Upright,5,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
LC,Feebas,349,Swift Swim~Oblivious~Adaptability,Water,20,15,20,10,55,80,6,74,Fish Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40,255,Water 1~Dragon,20,70,TRUE,,Brown,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
RU,Milotic,350,Marvel Scale~Competitive~Cute Charm,Water,95,60,79,100,125,81,62,1620,Tender Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,189,60,Water 1~Dragon,20,70,FALSE,Feebas,Pink,Squiggle,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
LC,Duskull,355,Levitate~Frisk,Ghost,20,40,90,30,90,25,8,150,Requiem Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,59,190,Amorphous,25,35,TRUE,,Black,Arms,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
NFE,Dusclops,356,Pressure~Frisk,Ghost,40,70,130,60,130,25,16,306,Beckon Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,90,Amorphous,25,35,TRUE,Duskull,Black,Humanoid,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
PU,Absol,359,Pressure~Super Luck~Justified,Dark,65,130,60,75,60,75,12,470,Disaster Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,163,30,Field,25,35,FALSE,,White,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
LC,Wynaut,360,Shadow Tag~Telepathy,Psychic,95,23,48,23,48,23,6,140,Bright Pokémon,3,0.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,52,125,Undiscovered,20,70,TRUE,,Blue,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
LC,Snorunt,361,Inner Focus~Ice Body~Moody,Ice,50,50,50,50,50,50,7,168,Snow Hat Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,190,Fairy~Mineral,20,70,TRUE,,Gray,Humanoid,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
(PU),Glalie,362,Inner Focus~Ice Body~Moody,Ice,80,80,80,80,80,80,15,2565,Face Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,168,75,Fairy~Mineral,20,70,FALSE,Snorunt,Gray,Ball,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
LC,Spheal,363,Thick Fat~Ice Body~Oblivious,Ice~Water,70,40,50,55,50,25,8,395,Clap Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,255,Water 1~Field,20,70,TRUE,,Blue,Fish,7,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
